sample_idx,router_id,x,y,injected,ejected,received_total,sent_total,stored_total,buffer_occupancy_norm
0,0,0,0,8,9,24,22,1,0.00625
0,1,1,0,9,5,33,31,1,0.00625
0,2,2,0,7,6,40,39,1,0.00625
0,3,3,0,15,9,55,54,1,0.00625
0,4,4,0,16,2,53,52,1,0.00625
0,5,5,0,12,4,47,46,0,0.0
0,6,6,0,9,6,43,41,0,0.0
0,7,7,0,10,9,27,27,0,0.0
0,8,0,1,2,5,27,27,0,0.0
0,9,1,1,7,4,35,33,2,0.0125
0,10,2,1,14,8,47,47,0,0.0
0,11,3,1,10,8,55,54,1,0.00625
0,12,4,1,6,9,52,49,2,0.0125
0,13,5,1,11,7,51,49,1,0.00625
0,14,6,1,7,8,44,44,0,0.0
0,15,7,1,9,6,35,34,0,0.0
0,16,0,2,7,5,38,36,1,0.00625
0,17,1,2,12,8,57,55,2,0.0125
0,18,2,2,10,4,64,61,2,0.0125
0,19,3,2,13,8,73,72,0,0.0
0,20,4,2,14,8,71,69,2,0.0125
0,21,5,2,9,6,65,63,2,0.0125
0,22,6,2,9,6,53,51,2,0.0125
0,23,7,2,10,6,40,40,0,0.0
0,24,0,3,6,8,38,38,0,0.0
0,25,1,3,8,11,53,51,1,0.00625
0,26,2,3,8,8,64,62,1,0.00625
0,27,3,3,4,4,56,54,1,0.00625
0,28,4,3,8,5,63,61,1,0.00625
0,29,5,3,14,7,66,65,1,0.00625
0,30,6,3,5,5,46,45,1,0.00625
0,31,7,3,10,11,41,41,0,0.0
0,32,0,4,8,9,41,40,0,0.0
0,33,1,4,13,8,55,53,1,0.00625
0,34,2,4,6,9,69,68,0,0.0
0,35,3,4,5,3,58,57,0,0.0
0,36,4,4,3,7,58,55,1,0.00625
0,37,5,4,8,6,50,50,0,0.0
0,38,6,4,9,7,43,41,1,0.00625
0,39,7,4,8,6,37,36,1,0.00625
0,40,0,5,3,3,32,31,1,0.00625
0,41,1,5,10,5,50,49,1,0.00625
0,42,2,5,12,3,68,67,0,0.0
0,43,3,5,10,6,66,65,0,0.0
0,44,4,5,13,5,68,65,1,0.00625
0,45,5,5,14,10,62,61,0,0.0
0,46,6,5,16,6,48,47,1,0.00625
0,47,7,5,3,5,38,37,1,0.00625
0,48,0,6,9,8,31,31,0,0.0
0,49,1,6,11,5,49,47,1,0.00625
0,50,2,6,12,12,66,66,0,0.0
0,51,3,6,6,13,63,62,1,0.00625
0,52,4,6,9,9,57,56,1,0.00625
0,53,5,6,7,7,49,45,2,0.0125
0,54,6,6,9,5,36,33,2,0.0125
0,55,7,6,8,3,32,31,1,0.00625
0,56,0,7,8,6,20,18,1,0.00625
0,57,1,7,10,4,33,31,0,0.0
0,58,2,7,8,5,39,39,0,0.0
0,59,3,7,10,3,41,41,0,0.0
0,60,4,7,9,2,36,36,0,0.0
0,61,5,7,9,6,36,35,0,0.0
0,62,6,7,7,3,26,26,0,0.0
0,63,7,7,5,6,19,19,0,0.0
1,0,0,0,14,12,30,31,0,0.0
1,1,1,0,11,7,44,44,1,0.00625
1,2,2,0,8,9,50,51,0,0.0
1,3,3,0,7,6,53,54,0,0.0
1,4,4,0,5,12,56,56,1,0.00625
1,5,5,0,9,6,47,45,1,0.00625
1,6,6,0,7,8,35,37,0,0.0
1,7,7,0,10,11,30,30,0,0.0
1,8,0,1,10,16,46,46,0,0.0
1,9,1,1,9,7,59,61,0,0.0
1,10,2,1,10,5,68,67,0,0.0
1,11,3,1,8,19,83,83,1,0.00625
1,12,4,1,14,6,77,79,0,0.0
1,13,5,1,9,12,68,69,1,0.00625
1,14,6,1,9,10,56,54,1,0.00625
1,15,7,1,10,10,42,40,2,0.0125
1,16,0,2,5,9,55,56,1,0.00625
1,17,1,2,12,13,69,71,0,0.0
1,18,2,2,11,12,69,70,2,0.0125
1,19,3,2,13,5,71,71,1,0.00625
1,20,4,2,8,12,80,79,2,0.0125
1,21,5,2,4,6,71,70,2,0.0125
1,22,6,2,10,7,62,64,0,0.0
1,23,7,2,9,6,49,49,0,0.0
1,24,0,3,11,11,63,62,1,0.00625
1,25,1,3,10,8,69,69,1,0.00625
1,26,2,3,10,12,74,74,1,0.00625
1,27,3,3,16,12,86,86,1,0.00625
1,28,4,3,8,8,87,86,1,0.00625
1,29,5,3,5,9,73,73,1,0.00625
1,30,6,3,9,9,67,65,2,0.0125
1,31,7,3,10,15,64,63,0,0.0
1,32,0,4,9,9,60,61,0,0.0
1,33,1,4,12,7,70,70,1,0.00625
1,34,2,4,11,10,75,75,0,0.0
1,35,3,4,12,13,83,82,1,0.00625
1,36,4,4,10,7,84,86,0,0.0
1,37,5,4,11,10,80,76,3,0.01875
1,38,6,4,9,10,71,70,1,0.00625
1,39,7,4,7,11,63,61,2,0.0125
1,40,0,5,11,7,56,57,0,0.0
1,41,1,5,8,11,65,66,0,0.0
1,42,2,5,14,8,77,77,0,0.0
1,43,3,5,15,8,81,80,1,0.00625
1,44,4,5,7,9,82,84,0,0.0
1,45,5,5,11,10,70,70,0,0.0
1,46,6,5,5,8,56,53,3,0.01875
1,47,7,5,10,15,54,54,1,0.00625
1,48,0,6,11,9,43,42,1,0.00625
1,49,1,6,10,14,56,58,0,0.0
1,50,2,6,6,5,63,60,2,0.0125
1,51,3,6,15,12,75,75,1,0.00625
1,52,4,6,15,9,86,86,1,0.00625
1,53,5,6,8,7,63,64,1,0.00625
1,54,6,6,12,11,56,57,2,0.0125
1,55,7,6,10,7,41,42,0,0.0
1,56,0,7,12,9,25,26,0,0.0
1,57,1,7,12,12,46,46,1,0.00625
1,58,2,7,13,11,61,58,2,0.0125
1,59,3,7,6,7,52,52,0,0.0
1,60,4,7,8,16,62,61,0,0.0
1,61,5,7,10,6,49,49,0,0.0
1,62,6,7,12,8,42,41,0,0.0
1,63,7,7,8,9,28,27,0,0.0
2,0,0,0,12,8,29,29,0,0.0
2,1,1,0,6,13,47,48,0,0.0
2,2,2,0,12,15,62,61,1,0.00625
2,3,3,0,9,5,61,59,1,0.00625
2,4,4,0,7,6,58,59,0,0.0
2,5,5,0,10,13,59,60,1,0.00625
2,6,6,0,13,9,41,40,1,0.00625
2,7,7,0,7,9,26,26,0,0.0
2,8,0,1,9,11,41,41,0,0.0
2,9,1,1,13,9,55,55,0,0.0
2,10,2,1,9,5,54,54,0,0.0
2,11,3,1,6,18,67,68,0,0.0
2,12,4,1,14,9,74,75,0,0.0
2,13,5,1,9,12,73,74,0,0.0
2,14,6,1,10,10,53,55,0,0.0
2,15,7,1,7,6,35,36,1,0.00625
2,16,0,2,13,13,62,61,1,0.00625
2,17,1,2,5,9,73,70,2,0.0125
2,18,2,2,9,3,74,74,1,0.00625
2,19,3,2,11,14,91,90,0,0.0
2,20,4,2,15,9,89,92,0,0.0
2,21,5,2,8,14,78,78,2,0.0125
2,22,6,2,14,8,60,59,1,0.00625
2,23,7,2,7,10,48,47,0,0.0
2,24,0,3,6,16,61,62,0,0.0
2,25,1,3,6,8,65,66,0,0.0
2,26,2,3,8,8,73,73,1,0.00625
2,27,3,3,4,14,82,82,1,0.00625
2,28,4,3,8,12,84,87,0,0.0
2,29,5,3,14,15,85,85,1,0.00625
2,30,6,3,5,8,61,62,1,0.00625
2,31,7,3,16,11,60,60,1,0.00625
2,32,0,4,16,13,67,65,1,0.00625
2,33,1,4,8,10,73,72,1,0.00625
2,34,2,4,10,12,81,80,1,0.00625
2,35,3,4,8,5,84,85,0,0.0
2,36,4,4,10,4,80,79,2,0.0125
2,37,5,4,7,4,75,79,0,0.0
2,38,6,4,6,15,69,72,0,0.0
2,39,7,4,8,9,55,58,0,0.0
2,40,0,5,11,11,57,56,1,0.00625
2,41,1,5,7,6,65,63,0,0.0
2,42,2,5,9,9,72,72,1,0.00625
2,43,3,5,14,12,81,83,0,0.0
2,44,4,5,8,13,74,71,3,0.01875
2,45,5,5,8,10,72,73,0,0.0
2,46,6,5,9,9,65,67,1,0.00625
2,47,7,5,6,16,49,49,1,0.00625
2,48,0,6,7,10,45,46,0,0.0
2,49,1,6,12,9,59,58,0,0.0
2,50,2,6,11,8,67,68,2,0.0125
2,51,3,6,13,11,80,79,2,0.0125
2,52,4,6,7,6,66,66,1,0.00625
2,53,5,6,14,8,75,75,2,0.0125
2,54,6,6,12,16,64,66,0,0.0
2,55,7,6,9,6,37,36,0,0.0
2,56,0,7,9,8,29,30,0,0.0
2,57,1,7,9,5,36,38,0,0.0
2,58,2,7,9,11,47,48,2,0.0125
2,59,3,7,9,12,52,52,0,0.0
2,60,4,7,6,9,44,44,1,0.00625
2,61,5,7,7,7,47,48,0,0.0
2,62,6,7,11,5,41,41,1,0.00625
2,63,7,7,11,10,26,27,0,0.0
3,0,0,0,12,9,25,26,0,0.0
3,1,1,0,8,9,34,35,0,0.0
3,2,2,0,10,13,48,47,0,0.0
3,3,3,0,14,10,64,64,2,0.0125
3,4,4,0,10,9,66,64,1,0.00625
3,5,5,0,4,8,54,56,0,0.0
3,6,6,0,15,9,51,49,2,0.0125
3,7,7,0,9,13,27,27,0,0.0
3,8,0,1,11,10,43,43,0,0.0
3,9,1,1,4,7,51,51,0,0.0
3,10,2,1,4,4,54,54,0,0.0
3,11,3,1,11,16,70,69,0,0.0
3,12,4,1,7,10,57,56,1,0.00625
