sample_idx,router_id,x,y,injected,ejected,received_total,sent_total,stored_total,buffer_occupancy_norm
0,0,0,0,50,37,106,100,4,0.025
0,1,1,0,48,37,135,129,4,0.025
0,2,2,0,37,38,124,117,5,0.03125
0,3,3,0,38,33,90,82,6,0.0375
0,4,0,1,44,32,139,130,7,0.04375
0,5,1,1,45,37,163,158,5,0.03125
0,6,2,1,41,28,156,149,7,0.04375
0,7,3,1,42,34,129,121,7,0.04375
0,8,0,2,43,30,130,122,6,0.0375
0,9,1,2,40,35,158,151,5,0.03125
0,10,2,2,40,30,158,149,7,0.04375
0,11,3,2,38,24,115,111,3,0.01875
0,12,0,3,40,33,94,86,6,0.0375
0,13,1,3,46,25,122,114,7,0.04375
0,14,2,3,40,28,116,111,4,0.025
0,15,3,3,45,32,89,83,4,0.025
1,0,0,0,39,27,78,78,5,0.03125
1,1,1,0,37,34,126,124,6,0.0375
1,2,2,0,41,41,139,137,8,0.05
1,3,3,0,36,32,90,94,4,0.025
1,4,0,1,40,38,130,132,5,0.03125
1,5,1,1,43,33,163,161,6,0.0375
1,6,2,1,24,37,144,143,7,0.04375
1,7,3,1,21,38,106,105,8,0.05
1,8,0,2,39,38,138,135,9,0.05625
1,9,1,2,44,34,163,161,8,0.05
1,10,2,2,40,40,160,161,7,0.04375
1,11,3,2,28,34,116,114,5,0.03125
1,12,0,3,37,37,88,89,6,0.0375
1,13,1,3,30,36,113,116,5,0.03125
1,14,2,3,36,28,116,114,5,0.03125
1,15,3,3,32,39,90,91,3,0.01875
2,0,0,0,42,28,84,86,4,0.025
2,1,1,0,47,33,133,135,5,0.03125
2,2,2,0,25,27,104,106,6,0.0375
2,3,3,0,21,26,74,75,3,0.01875
2,4,0,1,38,35,122,123,5,0.03125
2,5,1,1,41,32,163,160,9,0.05625
2,6,2,1,13,36,121,122,7,0.04375
2,7,3,1,19,32,99,103,4,0.025
2,8,0,2,25,42,122,127,4,0.025
2,9,1,2,26,28,147,148,6,0.0375
2,10,2,2,36,30,146,148,5,0.03125
2,11,3,2,30,46,116,117,5,0.03125
2,12,0,3,42,40,105,105,6,0.0375
2,13,1,3,44,30,127,123,7,0.04375
2,14,2,3,42,28,120,118,8,0.05
2,15,3,3,26,33,75,75,4,0.025
3,0,0,0,37,38,94,94,4,0.025
3,1,1,0,39,33,125,124,5,0.03125
3,2,2,0,28,27,106,103,8,0.05
3,3,3,0,25,33,76,72,5,0.03125
3,4,0,1,28,28,118,117,6,0.0375
3,5,1,1,29,30,144,148,5,0.03125
3,6,2,1,40,33,151,152,4,0.025
3,7,3,1,35,34,123,123,3,0.01875
3,8,0,2,24,40,129,131,3,0.01875
3,9,1,2,36,33,158,159,6,0.0375
3,10,2,2,41,38,168,166,5,0.03125
3,11,3,2,34,35,127,123,9,0.05625
3,12,0,3,27,34,91,92,5,0.03125
3,13,1,3,45,41,134,137,5,0.03125
3,14,2,3,48,34,133,137,5,0.03125
3,15,3,3,34,41,95,94,5,0.03125
4,0,0,0,36,39,88,90,2,0.0125
4,1,1,0,32,33,118,118,6,0.0375
4,2,2,0,44,38,134,137,6,0.0375
4,3,3,0,40,39,94,96,5,0.03125
4,4,0,1,29,30,112,115,3,0.01875
4,5,1,1,25,33,150,149,5,0.03125
4,6,2,1,42,39,175,171,7,0.04375
4,7,3,1,40,42,137,134,5,0.03125
4,8,0,2,31,31,115,115,4,0.025
4,9,1,2,39,27,156,155,8,0.05
4,10,2,2,33,31,147,141,12,0.075
4,11,3,2,36,39,125,130,3,0.01875
4,12,0,3,31,41,81,84,2,0.0125
4,13,1,3,31,41,118,117,4,0.025
4,14,2,3,35,30,116,115,6,0.0375
4,15,3,3,41,31,91,93,3,0.01875
5,0,0,0,54,46,112,110,4,0.025
5,1,1,0,43,41,140,137,9,0.05625
5,2,2,0,31,52,141,140,8,0.05
5,3,3,0,30,43,94,94,5,0.03125
5,4,0,1,45,34,143,141,4,0.025
5,5,1,1,46,43,197,194,8,0.05
5,6,2,1,54,52,210,212,5,0.03125
5,7,3,1,42,39,145,147,3,0.01875
5,8,0,2,38,43,144,141,7,0.04375
5,9,1,2,38,44,182,180,7,0.04375
5,10,2,2,47,38,193,198,8,0.05
5,11,3,2,52,42,152,150,5,0.03125
5,12,0,3,40,39,106,102,6,0.0375
5,13,1,3,37,33,135,135,7,0.04375
5,14,2,3,38,41,140,139,7,0.04375
5,15,3,3,38,41,95,96,2,0.0125
6,0,0,0,37,30,79,78,5,0.03125
6,1,1,0,33,36,122,125,5,0.03125
6,2,2,0,39,37,126,128,4,0.025
6,3,3,0,34,41,88,88,5,0.03125
6,4,0,1,43,32,118,120,4,0.025
6,5,1,1,43,32,159,164,4,0.025
6,6,2,1,35,45,164,164,6,0.0375
6,7,3,1,30,32,115,117,3,0.01875
6,8,0,2,25,39,115,113,8,0.05
6,9,1,2,28,29,146,149,6,0.0375
6,10,2,2,46,39,163,163,7,0.04375
6,11,3,2,31,33,113,113,5,0.03125
6,12,0,3,30,40,84,87,2,0.0125
6,13,1,3,27,37,112,113,5,0.03125
6,14,2,3,44,34,123,122,6,0.0375
6,15,3,3,33,29,79,79,3,0.01875
7,0,0,0,33,36,85,84,6,0.0375
7,1,1,0,38,34,126,125,7,0.04375
7,2,2,0,44,36,131,129,7,0.04375
7,3,3,0,34,36,90,87,8,0.05
7,4,0,1,38,27,116,114,6,0.0375
7,5,1,1,33,37,163,157,10,0.0625
7,6,2,1,50,39,174,175,5,0.03125
7,7,3,1,38,41,137,134,6,0.0375
7,8,0,2,25,34,108,110,5,0.03125
7,9,1,2,36,39,158,155,8,0.05
7,10,2,2,37,32,156,155,10,0.0625
7,11,3,2,40,26,127,123,9,0.05625
7,12,0,3,26,32,75,74,4,0.025
7,13,1,3,29,29,111,109,8,0.05
7,14,2,3,31,35,113,118,3,0.01875
7,15,3,3,32,39,90,87,5,0.03125
8,0,0,0,19,24,69,69,6,0.0375
8,1,1,0,31,40,117,119,6,0.0375
8,2,2,0,42,26,119,117,8,0.05
8,3,3,0,35,38,83,87,2,0.0125
8,4,0,1,31,28,108,107,7,0.04375
8,5,1,1,37,36,159,163,4,0.025
8,6,2,1,35,26,153,151,8,0.05
8,7,3,1,30,37,123,126,4,0.025
8,8,0,2,29,38,105,106,4,0.025
8,9,1,2,30,25,150,152,8,0.05
8,10,2,2,37,26,152,152,7,0.04375
8,11,3,2,29,39,128,132,4,0.025
8,12,0,3,19,31,65,66,4,0.025
8,13,1,3,33,29,111,111,5,0.03125
8,14,2,3,38,41,128,124,5,0.03125
8,15,3,3,40,38,98,100,3,0.01875
9,0,0,0,30,41,83,85,2,0.0125
9,1,1,0,30,43,124,123,4,0.025
9,2,2,0,43,30,123,124,8,0.05
9,3,3,0,38,33,96,94,5,0.03125
9,4,0,1,28,35,107,110,2,0.0125
9,5,1,1,31,26,147,145,8,0.05
9,6,2,1,50,29,148,149,6,0.0375
9,7,3,1,36,40,125,124,3,0.01875
9,8,0,2,28,25,98,98,4,0.025
9,9,1,2,34,31,147,149,6,0.0375
9,10,2,2,36,31,151,154,7,0.04375
9,11,3,2,29,34,126,124,6,0.0375
9,12,0,3,21,32,66,66,4,0.025
9,13,1,3,25,34,107,108,6,0.0375
9,14,2,3,42,37,121,124,2,0.0125
9,15,3,3,33,32,89,87,5,0.03125
10,0,0,0,34,42,104,105,2,0.0125
10,1,1,0,47,36,150,152,5,0.03125
10,2,2,0,43,37,146,148,5,0.03125
10,3,3,0,42,46,112,114,3,0.01875
10,4,0,1,41,28,138,135,6,0.0375
10,5,1,1,44,43,188,188,8,0.05
10,6,2,1,34,33,172,173,6,0.0375
10,7,3,1,36,44,148,145,6,0.0375
10,8,0,2,49,48,144,144,5,0.03125
10,9,1,2,48,45,189,185,9,0.05625
10,10,2,2,44,44,183,181,8,0.05
10,11,3,2,40,34,140,141,6,0.0375
10,12,0,3,38,44,89,88,4,0.025
10,13,1,3,34,26,115,110,12,0.075
10,14,2,3,31,33,119,113,8,0.05
10,15,3,3,23,40,87,88,4,0.025
11,0,0,0,38,31,91,88,5,0.03125
11,1,1,0,42,37,131,127,7,0.04375
11,2,2,0,35,44,126,124,8,0.05
11,3,3,0,28,34,72,73,3,0.01875
11,4,0,1,41,37,127,127,7,0.04375
11,5,1,1,43,35,164,162,8,0.05
11,6,2,1,27,30,150,147,9,0.05625
11,7,3,1,26,38,103,107,3,0.01875
11,8,0,2,34,43,124,119,10,0.0625
11,9,1,2,36,31,165,165,7,0.04375
11,10,2,2,42,32,163,162,7,0.04375
11,11,3,2,34,37,120,122,4,0.025
11,12,0,3,30,30,74,75,3,0.01875
11,13,1,3,38,42,126,129,7,0.04375
11,14,2,3,33,29,121,124,6,0.0375
11,15,3,3,35,34,89,91,2,0.0125
12,0,0,0,38,31,80,83,1,0.00625
12,1,1,0,39,28,107,110,6,0.0375
12,2,2,0,20,31,100,101,5,0.03125
12,3,3,0,20,35,76,75,3,0.01875
12,4,0,1,30,29,113,114,5,0.03125
12,5,1,1,36,31,147,149,8,0.05
12,6,2,1,43,36,161,161,10,0.0625
12,7,3,1,40,26,120,120,4,0.025
12,8,0,2,36,45,132,136,5,0.03125
12,9,1,2,42,39,164,163,8,0.05
12,10,2,2,39,40,158,162,5,0.03125
12,11,3,2,36,44,126,127,4,0.025
12,12,0,3,22,37,82,82,4,0.025
12,13,1,3,31,31,111,114,6,0.0375
12,14,2,3,37,34,115,115,5,0.03125
12,15,3,3,38,37,91,90,3,0.01875
13,0,0,0,27,30,79,76,5,0.03125
13,1,1,0,43,37,126,127,5,0.03125
13,2,2,0,30,35,116,116,6,0.0375
13,3,3,0,29,29,72,72,2,0.0125
13,4,0,1,27,25,106,105,6,0.0375
13,5,1,1,30,21,137,136,8,0.05
13,6,2,1,30,29,147,145,10,0.0625
13,7,3,1,26,32,106,102,6,0.0375
13,8,0,2,34,27,122,121,7,0.04375
13,9,1,2,36,36,153,157,6,0.0375
13,10,2,2,37,37,166,164,6,0.0375
13,11,3,2,26,44,118,116,4,0.025
13,12,0,3,33,43,95,94,3,0.01875
13,13,1,3,32,26,110,111,4,0.025
13,14,2,3,39,39,136,136,5,0.03125
13,15,3,3,55,35,107,105,6,0.0375
14,0,0,0,34,46,97,99,2,0.0125
14,1,1,0,42,36,129,129,4,0.025
14,2,2,0,37,38,130,132,3,0.01875
14,3,3,0,25,41,90,90,4,0.025
14,4,0,1,48,27,134,137,4,0.025
14,5,1,1,43,37,159,162,7,0.04375
14,6,2,1,23,29,136,143,5,0.03125
14,7,3,1,21,31,110,111,7,0.04375
14,8,0,2,36,40,122,125,4,0.025
14,9,1,2,30,26,146,142,8,0.05
14,10,2,2,33,26,144,145,5,0.03125
14,11,3,2,24,34,111,110,5,0.03125
14,12,0,3,34,34,81,78,8,0.05
14,13,1,3,37,31,122,119,6,0.0375
14,14,2,3,36,32,119,120,5,0.03125
14,15,3,3,27,25,75,77,2,0.0125
15,0,0,0,43,43,107,108,2,0.0125
15,1,1,0,47,42,143,141,6,0.0375
15,2,2,0,38,42,133,132,7,0.04375
15,3,3,0,33,33,91,91,4,0.025
15,4,0,1,34,35,135,131,6,0.0375
15,5,1,1,37,33,174,170,8,0.05
15,6,2,1,27,36,153,148,7,0.04375
15,7,3,1,29,35,122,122,6,0.0375
15,8,0,2,36,40,126,128,2,0.0125
15,9,1,2,44,37,173,173,9,0.05625
15,10,2,2,43,27,145,144,7,0.04375
15,11,3,2,41,34,131,132,5,0.03125
15,12,0,3,34,37,90,94,2,0.0125
15,13,1,3,35,34,117,120,5,0.03125
15,14,2,3,35,30,109,106,7,0.04375
15,15,3,3,27,46,90,89,5,0.03125
16,0,0,0,39,47,99,97,5,0.03125
16,1,1,0,42,40,143,141,6,0.0375
16,2,2,0,41,35,139,136,8,0.05
16,3,3,0,43,42,104,101,6,0.0375
16,4,0,1,34,37,134,135,5,0.03125
16,5,1,1,38,48,193,196,7,0.04375
16,6,2,1,48,43,195,197,7,0.04375
16,7,3,1,47,42,150,150,7,0.04375
16,8,0,2,36,37,140,137,5,0.03125
16,9,1,2,41,33,186,190,6,0.0375
16,10,2,2,45,45,196,196,6,0.0375
16,11,3,2,43,43,148,147,6,0.0375
16,12,0,3,29,39,94,93,4,0.025
16,13,1,3,39,45,148,147,4,0.025
16,14,2,3,50,44,156,157,8,0.05
16,15,3,3,50,37,112,111,5,0.03125
17,0,0,0,19,28,58,58,3,0.01875
17,1,1,0,16,32,89,92,5,0.03125
17,2,2,0,38,34,113,117,5,0.03125
17,3,3,0,35,37,87,88,6,0.0375
17,4,0,1,27,29,109,111,4,0.025
17,5,1,1,35,35,150,149,7,0.04375
17,6,2,1,42,24,151,149,9,0.05625
17,7,3,1,37,38,127,129,4,0.025
17,8,0,2,27,32,111,114,3,0.01875
17,9,1,2,32,34,144,143,7,0.04375
17,10,2,2,44,37,165,164,9,0.05625
17,11,3,2,39,34,132,134,5,0.03125
17,12,0,3,23,39,76,78,1,0.00625
17,13,1,3,24,27,103,103,5,0.03125
17,14,2,3,39,30,118,119,5,0.03125
17,15,3,3,41,39,93,94,4,0.025
18,0,0,0,17,37,67,66,5,0.03125
18,1,1,0,18,37,104,105,4,0.025
18,2,2,0,48,34,115,113,5,0.03125
18,3,3,0,38,37,84,85,4,0.025
18,4,0,1,24,36,108,106,5,0.03125
18,5,1,1,40,34,159,160,6,0.0375
18,6,2,1,41,38,163,163,8,0.05
18,7,3,1,37,38,122,123,4,0.025
18,8,0,2,41,28,107,108,2,0.0125
18,9,1,2,40,25,152,149,9,0.05625
18,10,2,2,33,43,161,162,7,0.04375
18,11,3,2,19,34,104,101,7,0.04375
18,12,0,3,28,30,73,72,4,0.025
18,13,1,3,41,30,110,109,6,0.0375
18,14,2,3,36,31,115,112,8,0.05
18,15,3,3,37,26,75,77,3,0.01875
19,0,0,0,32,28,78,77,6,0.0375
19,1,1,0,35,33,116,114,5,0.03125
19,2,2,0,39,36,129,131,6,0.0375
19,3,3,0,38,45,103,105,2,0.0125
19,4,0,1,33,28,107,106,6,0.0375
19,5,1,1,41,43,171,173,5,0.03125
19,6,2,1,35,36,162,164,7,0.04375
19,7,3,1,41,39,140,135,8,0.05
19,8,0,2,33,41,120,115,6,0.0375
19,9,1,2,40,31,167,168,8,0.05
19,10,2,2,32,28,157,156,7,0.04375
19,11,3,2,35,41,128,131,5,0.03125
19,12,0,3,42,37,89,88,4,0.025
19,13,1,3,43,38,128,131,3,0.01875
19,14,2,3,29,41,120,122,7,0.04375
19,15,3,3,29,28,79,77,4,0.025
20,0,0,0,28,34,75,76,6,0.0375
20,1,1,0,32,33,112,108,10,0.0625
20,2,2,0,36,42,126,125,6,0.0375
20,3,3,0,36,31,91,90,3,0.01875
20,4,0,1,40,15,111,110,7,0.04375
20,5,1,1,35,25,150,149,7,0.04375
20,6,2,1,30,35,147,147,7,0.04375
20,7,3,1,32,26,102,105,6,0.0375
20,8,0,2,34,43,126,125,8,0.05
20,9,1,2,43,38,168,168,7,0.04375
20,10,2,2,39,34,144,147,5,0.03125
20,11,3,2,31,35,102,102,4,0.025
20,12,0,3,36,33,85,84,4,0.025
20,13,1,3,46,33,122,118,7,0.04375
20,14,2,3,14,32,90,90,6,0.0375
20,15,3,3,18,37,63,64,4,0.025
21,0,0,0,38,37,88,91,3,0.01875
21,1,1,0,39,35,120,122,8,0.05
21,2,2,0,25,34,102,101,7,0.04375
21,3,3,0,23,31,67,67,3,0.01875
21,4,0,1,30,30,114,119,3,0.01875
21,5,1,1,39,34,158,156,7,0.04375
21,6,2,1,37,36,154,153,8,0.05
21,7,3,1,24,30,98,99,4,0.025
21,8,0,2,39,27,114,117,3,0.01875
21,9,1,2,41,40,162,162,8,0.05
21,10,2,2,32,36,168,164,9,0.05625
21,11,3,2,29,30,107,105,6,0.0375
21,12,0,3,24,33,70,72,4,0.025
21,13,1,3,35,39,124,128,3,0.01875
21,14,2,3,45,42,138,141,3,0.01875
21,15,3,3,36,35,86,85,3,0.01875
22,0,0,0,38,51,108,108,3,0.01875
22,1,1,0,34,40,141,143,6,0.0375
22,2,2,0,44,38,144,146,6,0.0375
22,3,3,0,51,33,100,101,2,0.0125
22,4,0,1,40,33,144,141,6,0.0375
22,5,1,1,41,41,193,194,6,0.0375
22,6,2,1,42,51,189,189,7,0.04375
22,7,3,1,35,43,128,127,5,0.03125
22,8,0,2,38,42,143,141,7,0.04375
22,9,1,2,47,54,197,198,9,0.05625
22,10,2,2,46,38,187,185,10,0.0625
22,11,3,2,44,34,131,132,6,0.0375
22,12,0,3,32,32,89,86,5,0.03125
22,13,1,3,39,35,131,128,5,0.03125
22,14,2,3,41,38,136,131,8,0.05
22,15,3,3,39,35,93,95,2,0.0125
23,0,0,0,30,38,92,87,6,0.0375
23,1,1,0,22,34,104,105,6,0.0375
23,2,2,0,34,26,101,100,6,0.0375
23,3,3,0,35,34,78,76,4,0.025
23,4,0,1,28,30,118,119,5,0.03125
23,5,1,1,42,33,147,148,5,0.03125
23,6,2,1,40,39,158,155,9,0.05625
23,7,3,1,32,33,111,112,4,0.025
23,8,0,2,26,34,118,119,4,0.025
23,9,1,2,30,33,151,151,6,0.0375
23,10,2,2,47,37,172,174,7,0.04375
23,11,3,2,31,32,111,109,8,0.05
23,12,0,3,28,42,89,91,3,0.01875
23,13,1,3,33,36,119,122,4,0.025
23,14,2,3,40,35,124,127,5,0.03125
23,15,3,3,39,26,82,81,3,0.01875
24,0,0,0,21,26,55,59,3,0.01875
24,1,1,0,30,33,97,99,2,0.0125
24,2,2,0,39,25,107,107,6,0.0375
24,3,3,0,34,31,82,83,3,0.01875
24,4,0,1,34,35,118,117,4,0.025
24,5,1,1,23,26,141,142,5,0.03125
24,6,2,1,32,39,157,161,6,0.0375
24,7,3,1,32,32,117,117,4,0.025
24,8,0,2,41,39,128,131,3,0.01875
24,9,1,2,39,21,155,157,5,0.03125
24,10,2,2,37,44,171,172,7,0.04375
24,11,3,2,32,40,127,129,5,0.03125
24,12,0,3,19,35,70,69,5,0.03125
24,13,1,3,31,38,110,104,10,0.0625
24,14,2,3,38,31,113,113,5,0.03125
24,15,3,3,44,39,92,91,5,0.03125
25,0,0,0,39,34,92,93,2,0.0125
25,1,1,0,42,39,140,138,4,0.025
25,2,2,0,34,41,130,129,7,0.04375
25,3,3,0,34,31,85,86,3,0.01875
25,4,0,1,36,32,121,125,3,0.01875
25,5,1,1,41,40,171,165,11,0.06875
25,6,2,1,35,30,165,159,13,0.08125
25,7,3,1,45,35,126,123,7,0.04375
25,8,0,2,35,36,114,111,4,0.025
25,9,1,2,42,27,157,153,8,0.05
25,10,2,2,27,39,154,151,10,0.0625
25,11,3,2,25,33,103,106,3,0.01875
25,12,0,3,35,36,81,84,3,0.01875
25,13,1,3,33,49,131,136,5,0.03125
25,14,2,3,43,25,117,119,4,0.025
25,15,3,3,29,39,83,82,5,0.03125
26,0,0,0,47,41,97,98,1,0.00625
26,1,1,0,37,36,116,117,4,0.025
26,2,2,0,39,38,120,119,8,0.05
26,3,3,0,22,31,78,76,4,0.025
26,4,0,1,36,35,124,120,4,0.025
