sample_idx,router_id,x,y,injected,ejected,received_total,sent_total,stored_total,buffer_occupancy_norm
0,0,0,0,45,35,96,91,5,0.03125
0,1,1,0,46,30,127,120,5,0.03125
0,2,2,0,33,38,118,110,7,0.04375
0,3,3,0,34,30,78,73,5,0.03125
0,4,0,1,46,32,131,122,7,0.04375
0,5,1,1,46,36,160,151,8,0.05
0,6,2,1,45,26,156,145,9,0.05625
0,7,3,1,37,33,120,110,9,0.05625
0,8,0,2,38,27,116,109,6,0.0375
0,9,1,2,34,30,145,134,9,0.05625
0,10,2,2,40,32,153,147,4,0.025
0,11,3,2,40,21,116,110,5,0.03125
0,12,0,3,42,30,94,86,8,0.05
0,13,1,3,48,23,130,121,7,0.04375
0,14,2,3,37,26,119,111,7,0.04375
0,15,3,3,34,28,85,79,5,0.03125
1,0,0,0,31,26,69,70,2,0.0125
1,1,1,0,43,38,117,115,8,0.05
1,2,2,0,28,37,112,110,8,0.05
1,3,3,0,26,30,74,74,3,0.01875
1,4,0,1,40,36,121,123,6,0.0375
1,5,1,1,35,32,144,145,6,0.0375
1,6,2,1,21,33,136,141,5,0.03125
1,7,3,1,24,35,108,114,3,0.01875
1,8,0,2,29,40,119,120,4,0.025
1,9,1,2,31,38,148,152,7,0.04375
1,10,2,2,45,34,162,158,8,0.05
1,11,3,2,44,36,134,135,3,0.01875
1,12,0,3,45,37,95,97,5,0.03125
1,13,1,3,32,37,127,127,8,0.05
1,14,2,3,40,25,117,116,7,0.04375
1,15,3,3,34,40,92,93,4,0.025
2,0,0,0,35,29,74,74,4,0.025
2,1,1,0,40,26,107,109,6,0.0375
2,2,2,0,24,27,101,100,8,0.05
2,3,3,0,20,30,72,73,4,0.025
2,4,0,1,47,38,128,126,8,0.05
2,5,1,1,41,38,151,153,5,0.03125
2,6,2,1,23,43,148,146,8,0.05
2,7,3,1,34,35,122,118,7,0.04375
2,8,0,2,28,40,123,123,5,0.03125
2,9,1,2,35,25,142,140,6,0.0375
2,10,2,2,36,32,149,154,4,0.025
2,11,3,2,43,45,134,134,4,0.025
2,12,0,3,33,40,95,96,5,0.03125
2,13,1,3,46,29,125,128,3,0.01875
2,14,2,3,26,37,112,116,4,0.025
2,15,3,3,30,34,82,82,3,0.01875
3,0,0,0,39,36,91,88,5,0.03125
3,1,1,0,30,43,120,118,8,0.05
3,2,2,0,22,29,98,100,8,0.05
3,3,3,0,19,33,75,71,8,0.05
3,4,0,1,31,24,118,117,7,0.04375
3,5,1,1,41,25,156,154,8,0.05
3,6,2,1,35,30,147,143,10,0.0625
3,7,3,1,42,32,128,129,6,0.0375
3,8,0,2,32,38,129,130,5,0.03125
3,9,1,2,40,34,166,169,5,0.03125
3,10,2,2,40,38,158,153,9,0.05625
3,11,3,2,23,30,115,114,5,0.03125
3,12,0,3,38,28,87,88,4,0.025
3,13,1,3,43,40,132,130,5,0.03125
3,14,2,3,30,27,115,112,7,0.04375
3,15,3,3,30,39,86,88,3,0.01875
4,0,0,0,33,38,83,85,3,0.01875
4,1,1,0,34,28,105,108,6,0.0375
4,2,2,0,39,36,123,123,7,0.04375
4,3,3,0,32,34,84,85,5,0.03125
4,4,0,1,31,27,113,114,8,0.05
4,5,1,1,31,32,129,127,10,0.0625
4,6,2,1,35,37,147,150,8,0.05
4,7,3,1,30,42,120,124,1,0.00625
4,8,0,2,28,28,118,117,4,0.025
4,9,1,2,36,28,143,139,7,0.04375
4,10,2,2,38,31,155,155,7,0.04375
4,11,3,2,34,42,128,127,5,0.03125
4,12,0,3,34,45,92,94,2,0.0125
4,13,1,3,25,40,113,116,4,0.025
4,14,2,3,38,28,117,122,3,0.01875
4,15,3,3,46,39,100,97,4,0.025
5,0,0,0,27,39,85,86,3,0.01875
5,1,1,0,33,32,120,117,7,0.04375
5,2,2,0,38,43,123,127,5,0.03125
5,3,3,0,26,38,79,82,4,0.025
5,4,0,1,30,27,119,120,8,0.05
5,5,1,1,36,30,150,152,6,0.0375
5,6,2,1,40,39,172,175,6,0.0375
5,7,3,1,42,36,128,126,5,0.03125
5,8,0,2,35,34,117,119,4,0.025
5,9,1,2,31,33,143,144,9,0.05625
5,10,2,2,32,31,147,147,7,0.04375
5,11,3,2,26,31,99,104,2,0.0125
5,12,0,3,31,31,75,73,3,0.01875
5,13,1,3,28,24,105,100,10,0.0625
5,14,2,3,37,35,121,114,9,0.05625
5,15,3,3,30,23,70,72,4,0.025
6,0,0,0,37,36,101,99,6,0.0375
6,1,1,0,30,45,132,133,6,0.0375
6,2,2,0,41,45,145,143,7,0.04375
6,3,3,0,43,45,107,107,4,0.025
6,4,0,1,41,36,144,145,7,0.04375
6,5,1,1,41,37,179,182,4,0.025
6,6,2,1,46,51,200,196,8,0.05
6,7,3,1,40,32,142,141,5,0.03125
6,8,0,2,45,48,159,154,7,0.04375
6,9,1,2,47,34,185,182,9,0.05625
6,10,2,2,47,39,177,178,7,0.04375
6,11,3,2,46,45,150,148,2,0.0125
6,12,0,3,36,44,108,109,3,0.01875
6,13,1,3,46,43,151,151,9,0.05625
6,14,2,3,46,37,140,143,5,0.03125
6,15,3,3,43,37,104,105,3,0.01875
7,0,0,0,19,35,72,74,4,0.025
7,1,1,0,26,33,104,104,7,0.04375
7,2,2,0,46,26,114,116,4,0.025
7,3,3,0,33,38,88,87,3,0.01875
7,4,0,1,38,30,116,116,6,0.0375
7,5,1,1,31,41,157,154,8,0.05
7,6,2,1,42,43,170,171,7,0.04375
7,7,3,1,47,39,136,136,4,0.025
7,8,0,2,24,34,104,107,5,0.03125
7,9,1,2,39,40,153,158,6,0.0375
7,10,2,2,41,33,162,163,7,0.04375
7,11,3,2,34,26,124,117,10,0.0625
7,12,0,3,36,34,84,83,3,0.01875
7,13,1,3,38,30,119,123,6,0.0375
7,14,2,3,34,35,121,118,9,0.05625
7,15,3,3,22,37,86,83,6,0.0375
8,0,0,0,27,25,67,67,4,0.025
8,1,1,0,33,41,123,124,7,0.04375
8,2,2,0,34,41,124,123,6,0.0375
8,3,3,0,39,32,87,85,5,0.03125
8,4,0,1,34,32,108,109,5,0.03125
8,5,1,1,30,36,164,165,5,0.03125
8,6,2,1,42,25,163,163,8,0.05
8,7,3,1,41,34,133,132,6,0.0375
8,8,0,2,28,38,108,111,3,0.01875
8,9,1,2,38,29,150,148,7,0.04375
8,10,2,2,27,29,146,145,9,0.05625
8,11,3,2,37,30,122,127,5,0.03125
8,12,0,3,26,37,78,77,5,0.03125
8,13,1,3,29,26,105,102,7,0.04375
8,14,2,3,34,42,114,121,3,0.01875
8,15,3,3,31,40,86,88,2,0.0125
9,0,0,0,20,37,74,72,5,0.03125
9,1,1,0,19,41,108,106,7,0.04375
9,2,2,0,34,26,113,113,5,0.03125
9,3,3,0,51,38,103,105,4,0.025
9,4,0,1,29,28,108,110,4,0.025
9,5,1,1,30,24,139,138,6,0.0375
9,6,2,1,38,33,148,151,4,0.025
9,7,3,1,32,39,129,127,7,0.04375
9,8,0,2,31,27,120,119,3,0.01875
9,9,1,2,34,30,148,143,11,0.06875
9,10,2,2,41,32,155,155,9,0.05625
9,11,3,2,33,41,129,127,6,0.0375
9,12,0,3,40,31,91,90,6,0.0375
9,13,1,3,36,37,120,120,8,0.05
9,14,2,3,40,41,129,125,6,0.0375
9,15,3,3,34,34,90,87,7,0.04375
10,0,0,0,32,37,91,91,6,0.0375
10,1,1,0,36,30,114,118,5,0.03125
10,2,2,0,28,26,112,108,7,0.04375
10,3,3,0,36,39,91,94,2,0.0125
10,4,0,1,28,29,122,120,5,0.03125
10,5,1,1,39,39,155,155,7,0.04375
10,6,2,1,47,24,154,149,10,0.0625
10,7,3,1,34,37,122,126,3,0.01875
10,8,0,2,21,35,114,111,6,0.0375
10,9,1,2,21,37,133,135,10,0.0625
10,10,2,2,34,35,144,145,5,0.03125
10,11,3,2,42,28,123,123,7,0.04375
10,12,0,3,30,32,84,85,4,0.025
10,13,1,3,34,22,109,112,5,0.03125
10,14,2,3,23,26,97,99,4,0.025
10,15,3,3,25,36,77,78,6,0.0375
11,0,0,0,42,43,96,99,3,0.01875
11,1,1,0,38,44,142,140,7,0.04375
11,2,2,0,38,48,141,142,7,0.04375
11,3,3,0,42,37,99,98,3,0.01875
11,4,0,1,40,39,139,141,3,0.01875
11,5,1,1,42,38,191,189,7,0.04375
11,6,2,1,33,37,179,185,3,0.01875
11,7,3,1,32,45,139,137,7,0.04375
11,8,0,2,43,50,151,150,6,0.0375
11,9,1,2,40,39,185,188,6,0.0375
11,10,2,2,39,38,176,176,7,0.04375
11,11,3,2,40,41,143,142,5,0.03125
11,12,0,3,39,38,97,96,5,0.03125
11,13,1,3,43,40,141,142,5,0.03125
11,14,2,3,45,33,141,140,5,0.03125
11,15,3,3,43,33,103,102,5,0.03125
12,0,0,0,35,28,82,78,6,0.0375
12,1,1,0,36,28,120,120,5,0.03125
12,2,2,0,29,37,117,121,5,0.03125
12,3,3,0,24,37,75,74,3,0.01875
12,4,0,1,31,29,118,113,9,0.05625
12,5,1,1,36,32,156,154,10,0.0625
12,6,2,1,40,33,161,156,8,0.05
12,7,3,1,39,33,122,117,10,0.0625
12,8,0,2,38,44,133,134,6,0.0375
12,9,1,2,43,36,159,162,5,0.03125
12,10,2,2,39,40,167,166,6,0.0375
12,11,3,2,34,38,122,125,3,0.01875
12,12,0,3,33,37,93,94,3,0.01875
12,13,1,3,26,37,115,116,3,0.01875
12,14,2,3,36,34,124,124,4,0.025
12,15,3,3,38,29,84,85,6,0.0375
13,0,0,0,18,30,58,62,2,0.0125
13,1,1,0,15,33,81,84,4,0.025
13,2,2,0,23,28,100,96,8,0.05
13,3,3,0,46,28,88,86,6,0.0375
13,4,0,1,29,28,102,104,6,0.0375
13,5,1,1,23,26,124,130,5,0.03125
13,6,2,1,36,28,142,143,7,0.04375
13,7,3,1,33,30,111,118,5,0.03125
13,8,0,2,26,37,115,114,6,0.0375
13,9,1,2,37,31,151,150,6,0.0375
13,10,2,2,35,33,144,140,11,0.06875
13,11,3,2,35,43,123,125,4,0.025
13,12,0,3,36,40,90,89,5,0.03125
13,13,1,3,37,25,121,119,5,0.03125
13,14,2,3,40,33,118,117,4,0.025
13,15,3,3,32,37,91,93,3,0.01875
14,0,0,0,31,45,103,101,3,0.01875
14,1,1,0,44,38,139,136,5,0.03125
14,2,2,0,43,45,138,140,6,0.0375
14,3,3,0,32,42,97,98,5,0.03125
14,4,0,1,28,23,120,121,5,0.03125
14,5,1,1,39,29,162,160,7,0.04375
14,6,2,1,42,30,170,172,5,0.03125
14,7,3,1,34,35,131,130,4,0.025
14,8,0,2,32,39,130,130,6,0.0375
14,9,1,2,46,34,169,165,8,0.05
14,10,2,2,36,29,164,171,5,0.03125
14,11,3,2,33,38,131,127,7,0.04375
14,12,0,3,36,36,91,92,4,0.025
14,13,1,3,37,33,122,120,6,0.0375
14,14,2,3,37,38,127,127,6,0.0375
14,15,3,3,28,37,86,86,4,0.025
15,0,0,0,39,39,96,94,6,0.0375
15,1,1,0,33,45,130,128,8,0.05
15,2,2,0,41,40,137,137,7,0.04375
15,3,3,0,38,38,92,90,6,0.0375
15,4,0,1,36,31,124,125,3,0.01875
15,5,1,1,49,41,174,172,9,0.05625
15,6,2,1,43,31,161,161,6,0.0375
15,7,3,1,36,31,124,122,6,0.0375
15,8,0,2,43,36,127,128,7,0.04375
15,9,1,2,41,34,165,165,9,0.05625
15,10,2,2,31,27,138,132,10,0.0625
15,11,3,2,22,38,113,114,5,0.03125
15,12,0,3,31,41,88,87,4,0.025
15,13,1,3,41,33,124,127,3,0.01875
15,14,2,3,26,32,115,115,6,0.0375
15,15,3,3,28,34,83,83,2,0.0125
16,0,0,0,20,39,71,73,5,0.03125
16,1,1,0,28,32,109,114,4,0.025
16,2,2,0,49,28,129,131,4,0.025
16,3,3,0,40,31,93,94,5,0.03125
16,4,0,1,32,36,116,112,8,0.05
16,5,1,1,40,34,157,156,8,0.05
16,6,2,1,39,42,162,161,7,0.04375
16,7,3,1,33,31,118,119,5,0.03125
16,8,0,2,33,27,109,110,4,0.025
16,9,1,2,35,33,144,148,6,0.0375
16,10,2,2,27,32,138,141,8,0.05
16,11,3,2,26,39,113,115,4,0.025
16,12,0,3,35,25,76,79,3,0.01875
