sample_idx,router_id,x,y,injected,ejected,received_total,sent_total,stored_total,buffer_occupancy_norm
0,0,0,0,28,27,69,69,0,0.0
0,1,1,0,29,22,73,65,6,0.0375
0,2,2,0,13,14,43,34,8,0.05
0,3,3,0,9,7,31,22,8,0.05
0,4,4,0,9,4,25,18,7,0.04375
0,5,5,0,8,2,23,14,8,0.05
0,6,6,0,11,0,20,12,8,0.05
0,7,7,0,13,0,13,9,4,0.025
0,8,0,1,25,22,65,64,0,0.0
0,9,1,1,29,28,94,92,0,0.0
0,10,2,1,25,23,88,80,6,0.0375
0,11,3,1,17,5,44,36,8,0.05
0,12,4,1,10,7,34,25,9,0.05625
0,13,5,1,11,2,25,17,8,0.05
0,14,6,1,9,0,17,9,8,0.05
0,15,7,1,12,0,12,8,4,0.025
0,16,0,2,24,5,38,35,3,0.01875
0,17,1,2,30,19,87,80,6,0.0375
0,18,2,2,30,27,110,108,2,0.0125
0,19,3,2,26,23,88,81,5,0.03125
0,20,4,2,17,7,51,42,9,0.05625
0,21,5,2,13,3,31,22,9,0.05625
0,22,6,2,8,1,18,10,8,0.05
0,23,7,2,13,3,16,12,4,0.025
0,24,0,3,17,3,26,22,4,0.025
0,25,1,3,13,9,44,37,7,0.04375
0,26,2,3,29,21,87,81,5,0.03125
0,27,3,3,22,21,101,101,0,0.0
0,28,4,3,25,17,87,80,6,0.0375
0,29,5,3,15,10,51,44,7,0.04375
0,30,6,3,12,4,30,21,8,0.05
0,31,7,3,16,0,18,15,3,0.01875
0,32,0,4,17,3,22,18,4,0.025
0,33,1,4,12,4,34,26,7,0.04375
0,34,2,4,16,9,49,43,6,0.0375
0,35,3,4,23,18,87,81,6,0.0375
0,36,4,4,32,30,112,111,0,0.0
0,37,5,4,30,16,85,78,7,0.04375
0,38,6,4,14,10,44,36,8,0.05
0,39,7,4,18,6,27,23,4,0.025
0,40,0,5,14,1,16,12,3,0.01875
0,41,1,5,9,3,23,16,7,0.04375
0,42,2,5,12,6,32,24,8,0.05
0,43,3,5,16,7,51,43,8,0.05
0,44,4,5,22,22,83,78,4,0.025
0,45,5,5,28,24,107,102,3,0.01875
0,46,6,5,29,19,88,80,6,0.0375
0,47,7,5,24,6,40,36,4,0.025
0,48,0,6,11,1,12,8,4,0.025
0,49,1,6,5,1,13,5,8,0.05
0,50,2,6,12,1,18,11,7,0.04375
0,51,3,6,13,5,32,25,6,0.0375
0,52,4,6,14,9,44,38,6,0.0375
0,53,5,6,25,22,87,80,6,0.0375
0,54,6,6,26,26,91,90,0,0.0
0,55,7,6,27,22,67,65,1,0.00625
0,56,0,7,12,0,12,8,4,0.025
0,57,1,7,9,0,17,9,8,0.05
0,58,2,7,9,1,19,11,8,0.05
0,59,3,7,9,5,24,16,8,0.05
0,60,4,7,11,5,28,21,7,0.04375
0,61,5,7,14,16,44,38,6,0.0375
0,62,6,7,27,25,72,67,4,0.025
0,63,7,7,29,26,69,68,1,0.00625
1,0,0,0,31,30,74,73,0,0.0
1,1,1,0,30,33,74,77,4,0.025
1,2,2,0,9,17,31,33,7,0.04375
1,3,3,0,3,6,11,12,8,0.05
1,4,4,0,1,3,8,6,8,0.05
1,5,5,0,1,4,5,6,8,0.05
1,6,6,0,1,0,1,1,8,0.05
1,7,7,0,0,1,1,1,4,0.025
1,8,0,1,34,31,77,77,0,0.0
1,9,1,1,33,33,109,109,1,0.00625
1,10,2,1,27,27,88,90,6,0.0375
1,11,3,1,9,13,37,37,8,0.05
1,12,4,1,4,1,14,15,8,0.05
1,13,5,1,3,0,8,8,8,0.05
1,14,6,1,0,1,3,3,8,0.05
1,15,7,1,2,1,5,5,4,0.025
1,16,0,2,16,10,31,30,4,0.025
1,17,1,2,27,26,89,89,5,0.03125
1,18,2,2,29,29,120,116,3,0.01875
1,19,3,2,25,25,88,90,4,0.025
1,20,4,2,7,14,37,38,8,0.05
1,21,5,2,4,8,21,23,7,0.04375
1,22,6,2,4,6,15,15,8,0.05
1,23,7,2,4,0,7,7,4,0.025
1,24,0,3,8,2,13,13,3,0.01875
1,25,1,3,10,10,36,37,6,0.0375
1,26,2,3,25,24,88,89,4,0.025
1,27,3,3,30,28,119,117,2,0.0125
1,28,4,3,27,27,89,89,6,0.0375
1,29,5,3,9,9,36,36,7,0.04375
1,30,6,3,5,5,19,21,7,0.04375
1,31,7,3,4,3,11,10,4,0.025
1,32,0,4,4,1,7,7,4,0.025
1,33,1,4,3,2,15,15,8,0.05
1,34,2,4,10,10,39,38,6,0.0375
1,35,3,4,27,27,88,88,5,0.03125
1,36,4,4,38,39,129,127,3,0.01875
1,37,5,4,26,25,86,88,4,0.025
1,38,6,4,9,8,35,35,8,0.05
1,39,7,4,6,2,14,14,4,0.025
1,40,0,5,1,1,3,3,4,0.025
1,41,1,5,2,3,10,9,8,0.05
1,42,2,5,6,4,17,18,7,0.04375
1,43,3,5,10,10,37,36,8,0.05
1,44,4,5,26,30,90,89,6,0.0375
1,45,5,5,36,39,127,129,2,0.0125
1,46,6,5,26,25,88,90,5,0.03125
1,47,7,5,19,13,39,39,4,0.025
1,48,0,6,1,0,2,2,4,0.025
1,49,1,6,3,2,8,8,8,0.05
1,50,2,6,2,3,11,10,8,0.05
1,51,3,6,2,5,16,16,7,0.04375
1,52,4,6,13,4,33,32,6,0.0375
1,53,5,6,25,27,88,89,5,0.03125
1,54,6,6,31,30,105,105,0,0.0
1,55,7,6,30,24,74,75,1,0.00625
1,56,0,7,0,1,1,1,4,0.025
1,57,1,7,0,2,2,2,8,0.05
1,58,2,7,0,1,1,1,8,0.05
1,59,3,7,5,3,9,8,8,0.05
1,60,4,7,3,10,17,16,8,0.05
1,61,5,7,12,18,38,36,8,0.05
1,62,6,7,26,28,76,74,6,0.0375
1,63,7,7,23,24,69,69,1,0.00625
2,0,0,0,29,29,74,73,1,0.00625
