sample_idx,router_id,x,y,injected,ejected,received_total,sent_total,stored_total,buffer_occupancy_norm
0,0,0,0,33,19,61,58,3,0.01875
0,1,1,0,28,11,81,72,8,0.05
0,2,2,0,24,13,94,84,7,0.04375
0,3,3,0,27,13,103,94,8,0.05
0,4,4,0,30,9,99,92,7,0.04375
0,5,5,0,22,11,96,89,6,0.0375
0,6,6,0,26,14,83,78,4,0.025
0,7,7,0,24,20,57,55,2,0.0125
0,8,0,1,23,15,77,72,5,0.03125
0,9,1,1,19,12,95,88,7,0.04375
0,10,2,1,22,12,111,98,11,0.06875
0,11,3,1,35,18,127,118,9,0.05625
0,12,4,1,34,14,114,105,9,0.05625
0,13,5,1,19,16,102,92,10,0.0625
0,14,6,1,27,16,107,95,11,0.06875
0,15,7,1,21,14,80,71,9,0.05625
0,16,0,2,26,12,89,80,7,0.04375
0,17,1,2,25,19,110,100,8,0.05
0,18,2,2,29,7,126,119,7,0.04375
0,19,3,2,23,10,140,131,6,0.0375
0,20,4,2,24,20,132,127,4,0.025
0,21,5,2,24,14,126,118,8,0.05
0,22,6,2,22,10,119,105,13,0.08125
0,23,7,2,22,13,87,81,6,0.0375
0,24,0,3,23,19,102,95,7,0.04375
0,25,1,3,16,19,114,107,7,0.04375
0,26,2,3,29,18,142,133,8,0.05
0,27,3,3,34,17,152,143,9,0.05625
0,28,4,3,28,10,138,127,11,0.06875
0,29,5,3,21,14,127,117,8,0.05
0,30,6,3,22,11,121,109,10,0.0625
0,31,7,3,28,19,102,95,5,0.03125
0,32,0,4,19,18,101,93,8,0.05
0,33,1,4,23,15,115,105,8,0.05
0,34,2,4,28,17,140,134,5,0.03125
0,35,3,4,30,12,144,134,8,0.05
0,36,4,4,29,12,136,126,8,0.05
0,37,5,4,19,13,122,112,8,0.05
0,38,6,4,17,17,116,109,7,0.04375
0,39,7,4,24,11,95,91,4,0.025
0,40,0,5,33,11,99,91,7,0.04375
0,41,1,5,17,12,106,99,5,0.03125
0,42,2,5,24,11,135,127,7,0.04375
0,43,3,5,25,11,136,127,7,0.04375
0,44,4,5,20,15,128,119,7,0.04375
0,45,5,5,29,20,137,129,7,0.04375
0,46,6,5,20,11,107,97,9,0.05625
0,47,7,5,20,20,89,82,5,0.03125
0,48,0,6,16,17,71,66,5,0.03125
0,49,1,6,20,18,103,95,7,0.04375
0,50,2,6,27,15,122,113,8,0.05
0,51,3,6,28,23,131,123,6,0.0375
0,52,4,6,29,14,114,107,7,0.04375
0,53,5,6,22,10,98,88,6,0.0375
0,54,6,6,14,15,78,69,9,0.05625
0,55,7,6,17,8,64,59,4,0.025
0,56,0,7,30,13,57,53,4,0.025
0,57,1,7,22,13,83,75,7,0.04375
0,58,2,7,32,15,103,95,5,0.03125
0,59,3,7,30,11,106,101,4,0.025
0,60,4,7,23,12,100,94,5,0.03125
0,61,5,7,20,12,90,88,2,0.0125
0,62,6,7,28,9,79,74,4,0.025
0,63,7,7,25,13,54,48,5,0.03125
1,0,0,0,10,16,46,45,3,0.01875
1,1,1,0,7,21,75,77,7,0.04375
1,2,2,0,30,23,95,97,7,0.04375
1,3,3,0,33,11,97,100,5,0.03125
1,4,4,0,20,18,97,99,3,0.01875
1,5,5,0,21,15,72,75,2,0.0125
1,6,6,0,11,14,65,62,6,0.0375
1,7,7,0,12,18,47,42,5,0.03125
1,8,0,1,6,25,72,70,6,0.0375
1,9,1,1,5,11,81,73,14,0.0875
1,10,2,1,13,11,97,99,9,0.05625
1,11,3,1,24,31,130,128,10,0.0625
1,12,4,1,26,16,119,122,5,0.03125
1,13,5,1,12,14,88,90,5,0.03125
1,14,6,1,6,19,77,82,6,0.0375
1,15,7,1,11,13,61,66,3,0.01875
1,16,0,2,11,24,96,100,4,0.025
