sample_idx,router_id,x,y,injected,ejected,received_total,sent_total,stored_total,buffer_occupancy_norm
0,0,0,0,36,33,76,73,2,0.0125
0,1,1,0,29,37,85,79,5,0.03125
0,2,2,0,11,12,38,31,7,0.04375
0,3,3,0,19,8,27,23,4,0.025
0,4,0,1,39,23,79,78,0,0.0
0,5,1,1,37,33,114,110,2,0.0125
0,6,2,1,33,26,88,82,4,0.025
0,7,3,1,21,7,37,32,4,0.025
0,8,0,2,20,5,34,29,5,0.03125
0,9,1,2,34,26,89,82,6,0.0375
0,10,2,2,37,35,114,113,1,0.00625
0,11,3,2,41,24,80,77,3,0.01875
0,12,0,3,18,7,26,22,4,0.025
0,13,1,3,14,12,40,32,7,0.04375
0,14,2,3,31,33,84,77,6,0.0375
0,15,3,3,38,36,80,79,1,0.00625
1,0,0,0,46,48,91,92,1,0.00625
1,1,1,0,31,40,85,85,4,0.025
1,2,2,0,11,16,31,30,8,0.05
1,3,3,0,4,8,13,12,4,0.025
1,4,0,1,42,31,85,86,0,0.0
1,5,1,1,37,37,124,124,3,0.01875
1,6,2,1,30,28,90,90,6,0.0375
1,7,3,1,15,10,33,34,4,0.025
1,8,0,2,16,9,30,31,4,0.025
1,9,1,2,28,29,88,89,5,0.03125
1,10,2,2,45,44,134,132,3,0.01875
1,11,3,2,41,26,87,88,1,0.00625
1,12,0,3,9,7,15,15,4,0.025
1,13,1,3,10,16,34,35,7,0.04375
1,14,2,3,25,44,89,89,6,0.0375
1,15,3,3,40,40,86,84,1,0.00625
2,0,0,0,40,36,84,81,3,0.01875
2,1,1,0,31,36,81,81,5,0.03125
2,2,2,0,4,15,31,30,9,0.05625
2,3,3,0,11,11,21,22,4,0.025
2,4,0,1,36,29,80,79,1,0.00625
2,5,1,1,37,40,119,120,2,0.0125
2,6,2,1,29,29,89,88,6,0.0375
2,7,3,1,16,9,36,36,4,0.025
2,8,0,2,16,7,32,31,4,0.025
2,9,1,2,29,29,89,89,6,0.0375
2,10,2,2,43,42,126,127,1,0.00625
2,11,3,2,42,24,86,86,1,0.00625
2,12,0,3,10,8,18,18,4,0.025
2,13,1,3,9,15,36,35,8,0.05
2,14,2,3,25,41,85,85,7,0.04375
2,15,3,3,30,31,74,76,0,0.0
3,0,0,0,42,44,87,90,1,0.00625
3,1,1,0,29,31,75,75,5,0.03125
3,2,2,0,11,13,29,29,8,0.05
3,3,3,0,4,8,12,12,4,0.025
3,4,0,1,34,30,77,77,1,0.00625
3,5,1,1,37,36,113,112,2,0.0125
3,6,2,1,28,31,88,89,6,0.0375
3,7,3,1,15,10,32,33,3,0.01875
3,8,0,2,15,6,30,30,4,0.025
3,9,1,2,29,29,88,88,5,0.03125
3,10,2,2,34,36,120,119,2,0.0125
3,11,3,2,39,27,83,82,1,0.00625
3,12,0,3,8,8,16,16,4,0.025
3,13,1,3,10,15,33,33,7,0.04375
3,14,2,3,26,38,83,82,6,0.0375
3,15,3,3,38,38,82,82,1,0.00625
4,0,0,0,38,38,83,82,1,0.00625
4,1,1,0,29,37,81,81,5,0.03125
4,2,2,0,4,14,27,27,7,0.04375
4,3,3,0,10,9,19,19,3,0.01875
4,4,0,1,35,30,80,81,0,0.0
4,5,1,1,39,37,120,121,0,0.0
4,6,2,1,29,31,88,88,6,0.0375
4,7,3,1,15,8,32,33,2,0.0125
4,8,0,2,13,10,27,29,3,0.01875
4,9,1,2,30,30,88,89,5,0.03125
4,10,2,2,42,42,130,129,1,0.00625
4,11,3,2,45,26,91,90,3,0.01875
